"Category","Sub Category","Organization Type","Name","Address","Address2","City","County","State","Zip Code","Lat","Long","Email","Website","Description","CPG Number","CPG Issued On","Electricity Type","Utility","Owner","Stream","Project Team","Installation Date","Funding Source","Funding Amount","Financed By","System Specs","Capacity kW","Annual Production (kWh)","Energy Production Link","Annual Electricity Saved (kWh)","Capacity (MMBTU)","Annual Production (MMBTU)","Annual MMBTU Saved"
"Solar","Roof-Mounted PV","Residential","44 RichaRds Rd","44 RichaRds Rd","","South Hero","Grand Isle County","Vermont","05486","44.65000883","-73.27613433","","","334","No number","2013-06-10","Net Metered","Vermont Electric Coop","","","","2013-07-10","","","","","5.46","","","","","",""
"Solar","Roof-Mounted PV","Residential","21 Contentment Lane","21 Contentment Lane","","South Hero","Grand Isle County","Vermont","05486","44.6221","-73.27846","","","327","2875","2013-05-23","Net Metered","Vermont Electric Coop","","","SunCommon","2013-08-31","","","","","5.59","","","","","",""
"Solar","Roof-Mounted PV","Residential","15 Fox Crossing Rd","15 Fox Crossing Rd","","South Hero","Grand Isle County","Vermont","05486","44.59945","-73.30880999999999","","","277","2652","2013-02-27","Net Metered","Vermont Electric Coop","","","SunCommon","2013-06-06","","","","","5.9","","","","","",""
"Solar","Roof-Mounted PV","Residential","45 Heron Ridge Rd","45 Heron Ridge Rd","","South Hero","Grand Isle County","Vermont","05486","44.65496","-73.30874","","","294","2732","2013-04-04","Net Metered","Vermont Electric Coop","","","Real Goods Solar","2013-07-08","","","","","5.93","","","","","",""
"Solar","Roof-Mounted PV","Residential","25 Sweeney Farm Rd","25 Sweeney Farm Rd","","South Hero","Grand Isle County","Vermont","05486","44.67799","-73.29631999999999","","","1384","18-1991","2018-06-28","Net Metered","Vermont Electric Coop","","","","2018-08-23","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","349 West Shore Road","349 West Shore Road","","South Hero","Grand Isle County","Vermont","05486","44.64445","-73.34363999999999","","","1121","17-4329","2017-09-22","Net Metered","Vermont Electric Coop","","","DC Energy Innovations","2017-11-29","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","357 South St","357 South St","","South Hero","Grand Isle County","Vermont","05486","44.60071","-73.3049","","","895","17-2600","2017-03-01","Net Metered","Vermont Electric Coop","","","SunCommon","2017-10-23","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","1 Mott Lane","1 Mott Lane","","South Hero","Grand Isle County","Vermont","05486","44.63811","-73.26573","","","1028","17-3269","2017-06-05","Net Metered","Vermont Electric Coop","","","DC Energy Innovations","2017-09-20","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","91 West Shore Road","91 West Shore Road","","South Hero","Grand Isle County","Vermont","05486","44.62037","-73.31975","","","938","17-2750","2017-03-27","Net Metered","Vermont Electric Coop","","","DC Energy Innovations","2017-09-01","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","4 Chase Ln","4 Chase Ln","","South Hero","Grand Isle County","Vermont","05486","44.59629","-73.30552","","","943","17-2780","2017-03-30","Net Metered","Vermont Electric Coop","","","SunCommon","2017-07-14","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","146 East Shore Road","146 East Shore Road","","South Hero","Grand Isle County","Vermont","05486","44.6153","-73.29028","","","1018","17-2737","2017-06-01","Net Metered","Vermont Electric Coop","","","SunCommon","2017-06-21","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","64 Featherbed Lane","64 Featherbed Lane","","South Hero","Grand Isle County","Vermont","05486","44.64497633","-73.26726733","","","565","5642","2014-12-19","Net Metered","Vermont Electric Coop","","","Building Energy","2014-12-24","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","42 Sweeney Rd","42 Sweeney Rd","","South Hero","Grand Isle County","Vermont","05486","44.67203933","-73.30405","","","538","5370","2014-10-24","Net Metered","Vermont Electric Coop","","","SunCommon","2014-12-17","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","19 Ferry Rd","19 Ferry Rd","","South Hero","Grand Isle County","Vermont","05486","44.66112367","-73.33246317","","","438","3894","2014-05-14","Net Metered","Vermont Electric Coop","","","SunCommon","2014-07-02","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","117 Lakeview Rd","117 Lakeview Rd","","South Hero","Grand Isle County","Vermont","05486","44.62324","-73.32605","","","282","2692","2013-03-18","Net Metered","Vermont Electric Coop","","","Building Energy","2013-07-18","","","","","6.38","","","","","",""
"Solar","Roof-Mounted PV","Residential","88 Kibbe Point Road","88 Kibbe Point Road","","South Hero","Grand Isle County","Vermont","05486","44.658079","-73.28282900000001","","","289","2722","2013-03-29","Net Metered","Vermont Electric Coop","","","DC Energy Innovations","2013-06-15","","","","","6.42","","","","","",""
"Solar","Roof-Mounted PV","Residential","85 Whipple","85 Whipple","","South Hero","Grand Isle County","Vermont","05486","44.622565","-73.28800567","","","1220","18-0416","2018-02-20","Net Metered","Vermont Electric Coop","","","SolarCity","2018-03-26","","","","","6.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","77 Landon Rd","77 Landon Rd","","South Hero","Grand Isle County","Vermont","05486","44.62999","-73.28892999999999","","","549","5437","2014-11-07","Net Metered","Vermont Electric Coop","","","Sherwin Electric Co","2014-12-22","","","","","7","","","","","",""
"Solar","Roof-Mounted PV","Residential","31 Featherbed Lane","31 Featherbed Lane","","South Hero","Grand Isle County","Vermont","05486","44.64041","-73.26799","","","1629","19-0576","2019-02-27","Net Metered","Vermont Electric Coop","","","Sunrun, Inc.","2019-06-20","","","","Solar Edge","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","10 Keeler Bay Rd","10 Keeler Bay Rd","","South Hero","Grand Isle County","Vermont","05486","44.65959","-73.32059","","","1570","18-4181","2018-12-12","Net Metered","Vermont Electric Coop","","","Sunrun, Inc.","2019-02-01","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","245 South St","245 South St","","South Hero","Grand Isle County","Vermont","05486","44.6155","-73.30153","","","1553","18-4017","2018-11-28","Net Metered","Vermont Electric Coop","","","Sunrun, Inc.","2019-01-21","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","17 Turtle Bay Lane","17 Turtle Bay Lane","","South Hero","Grand Isle County","Vermont","05486","44.614572","-73.294708","","","1478","18-3281","2018-09-27","Net Metered","Vermont Electric Coop","","","DC Energy Innovations, Inc.","2018-12-26","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","467 West Shore Road","467 West Shore Road","","South Hero","Grand Isle County","Vermont","05486","44.6597","-73.34690000000001","","","1506","17-4795","2017-11-01","Net Metered","Vermont Electric Coop","","","Vermont Electric Coop","2018-10-23","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","17 Tourville Drive","17 Tourville Drive","","South Hero","Grand Isle County","Vermont","05486","44.63025493","-73.33796872000001","","","1062","17-3596","2017-07-14","Net Metered","Vermont Electric Coop","","","Catamount Solar","2017-08-17","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","33 Colony Way","33 Colony Way","","South Hero","Grand Isle County","Vermont","05486","44.6233","-73.33972","","","772","7263","2015-11-30","Net Metered","Vermont Electric Coop","","","SunCommon","2016-02-03","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","33 Crescent Bay Road","33 Crescent Bay Road","","South Hero","Grand Isle County","Vermont","05486","44.6232","-73.33627","","","434","3881","2014-05-12","Net Metered","Vermont Electric Coop","","","Building Energy","2014-08-08","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","30 Ferry Rd","30 Ferry Rd","","South Hero","Grand Isle County","Vermont","05486","44.66763","-73.32852","","","180","1716","2011-11-28","Net Metered","Vermont Electric Coop","","","","2011-12-27","","","","","7.87","","","","","",""
"Solar","Roof-Mounted PV","Residential","7 Hochelaga Road","7 Hochelaga Road","","South Hero","Grand Isle County","Vermont","05486","44.61249","-73.30200000000001","","","275","2639","2013-02-20","Net Metered","Vermont Electric Coop","","","SunCommon","2013-08-07","","","","","8.08","","","","","",""
"Solar","Roof-Mounted PV","Residential","122 Station St","122 Station St","","South Hero","Grand Isle County","Vermont","05486","44.639188","-73.338334","","","458","4007","2014-06-10","Net Metered","Vermont Electric Coop","","","Donald Schroeder","2014-11-13","","","","","8.25","","","","","",""
"Solar","Roof-Mounted PV","Residential","25 Haycorn Hollow","25 Haycorn Hollow","","South Hero","Grand Isle County","Vermont","05486","44.64619","-73.2792","","","371","3126, 18-0631","2013-08-03","Net Metered","Vermont Electric Coop","","","DC Energy Innovations","2014-07-17","","","","","8.9","","","","","",""
"Solar","Roof-Mounted PV","Residential","29 Kibbe Farm Rd","29 Kibbe Farm Rd","","South Hero","Grand Isle County","Vermont","05486","44.66126","-73.28743","","","304","2796","2013-04-24","Net Metered","Vermont Electric Coop","","","SunCommon","2013-06-25","","","","","9.83","","","","","",""
"Solar","Roof-Mounted PV","Residential","15 Lakeview Rd","15 Lakeview Rd","","South Hero","Grand Isle County","Vermont","05486","44.63724","-73.32380000000001","","","1541","18-3630","2018-11-12","Net Metered","Vermont Electric Coop","","","Sunrun, Inc.","2018-12-19","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","14 Featherbed Lane","14 Featherbed Lane","","South Hero","Grand Isle County","Vermont","05486","44.63807","-73.26727","","","1419","18-1230","2018-05-08","Net Metered","Vermont Electric Coop","","","SunCommon","2018-08-30","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","14 Melcher Place","14 Melcher Place","","South Hero","Grand Isle County","Vermont","05486","44.6028","-73.29689999999999","","","675","6932","2015-10-23","Net Metered","Vermont Electric Coop","","","SunCommon","2016-02-19","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","113 East Shore Rd","113 East Shore Rd","","South Hero","Grand Isle County","Vermont","05486","44.61200633","-73.28386166999999","","","649","6673","2015-09-16","Net Metered","Vermont Electric Coop","","","SunCommon","2015-12-12","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","51 Martin Road","51 Martin Road","","South Hero","Grand Isle County","Vermont","05486","44.60918","-73.31359","","","1160","17-4574","2017-10-13","Net Metered","Vermont Electric Coop","","","SolarCity","2017-11-29","","","","","10.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","25 Martin Road","25 Martin Road","","South Hero","Grand Isle County","Vermont","05486","44.60961","-73.30884","","","1072","17-3741","2017-07-26","Net Metered","Vermont Electric Coop","","","SolarCity","2017-10-05","","","","","10.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","30 Wally's Point Rd","30 Wally's Point Rd","","South Hero","Grand Isle County","Vermont","05486","44.64967","-73.30634000000001","","","445","3935","2014-05-28","Net Metered","Vermont Electric Coop","","","SunCommon","2014-07-15","","","","","11","","","","","",""
"Solar","Roof-Mounted PV","Residential","320 South St","320 South St","","South Hero","Grand Isle County","Vermont","05486","44.60455833","-73.31128150000001","","","292","2726","2013-04-03","Net Metered","Vermont Electric Coop","","","Nunez Electric","2014-01-23","","","","","12.08","","","","","",""
"Solar","Roof-Mounted PV","Residential","159 Landon Road","159 Landon Road","","South Hero","Grand Isle County","Vermont","05486","44.63621033","-73.28043750000001","","","1158","17-4672","2017-10-23","Net Metered","Vermont Electric Coop","","","Sunrun","2018-07-23","","","","","13.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","505 W Shore Rd","505 W Shore Rd","","South Hero","Grand Isle County","Vermont","05486","44.665011","-73.346322","","","1627","19-0628","2019-03-04","Net Metered","Vermont Electric Coop","","","Tesla Energy","2019-07-16","","","","Solar Edge","22.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","479 West Shore Rd","479 West Shore Rd","","South Hero","Grand Isle County","Vermont","05486","44.66159083","-73.348798","","","193","1861","2012-03-31","Net Metered","Vermont Electric Coop","","","DC Energy Innovations","2012-10-18","","","","","26.93","","","","","",""
"Solar","Roof-Mounted PV","Business","101 Main St.","101 Main St.","","Springfield","Windsor County","Vermont","05150","43.333124","-72.53039699999999","","","40218","18-3462","","Net Metered","Green Mountain Power","","","Sunrun Inc","2019-02-01","","","","","4","","","","","",""
"Solar","Roof-Mounted PV","Business","362 River Street","362 River Street","","Springfield","Windsor County","Vermont","05150","43.320844","-72.50740399999999","","","22421","","","Net Metered","Green Mountain Power","","","Prudent Living Inc","2016-12-21","","","","","100","","","","","",""
"Solar","Roof-Mounted PV","Business","25 Fairbanks Road","25 Fairbanks Road","","Springfield","Windsor County","Vermont","05150","43.33115983","-72.54201567","","","9282","#NM-2711","","Net Metered","Green Mountain Power","","","Prudent Living Inc","2013-05-07","","","","","143.8","","","","","",""
"Solar","Roof-Mounted PV","Business","449 River St.","449 River St.","","Springfield","Windsor County","Vermont","05150","43.331409","-72.51452999999999","","","9163","#NM-7877","","Net Metered","Green Mountain Power","","","Earth Brothers","2014-01-24","","","","","500","","","","","",""
